"country","year","gdp_real_lg1","debt_to_gdp_bus_d3","debt_to_gdp_hh_d3","debt_to_gdp_private_d3","debt_private_real_lg3","housing_real_lg3","equities_real_lg3","bvx_bank_eq_decline","bvx_bank_failures","crisis_ind_bvx_equity","crisis_ind_bvx_panic","crisis_ind_bvx","crisis_ind_rr","crisis_ind_st","developed"
"Ireland",2013,1.62556087937062,-2.83969999999999,-18.823111,-7.22093700000001,-3.89149368209655,-25.3356676072135,41.561671180008,0,0,0,0,0,,,1
"Ireland",2014,7.99969771685696,0.730029999999999,-25.356149,-8.20870633333334,4.1145743333376,17.0946117197016,57.6960376528511,0,0,0,0,0,,,1
"Ireland",2015,22.7591793965522,52.32373,-42.66464,3.21969666666666,43.3444688242192,29.9192990917921,69.2902793726763,0,0,0,0,0,,,1
"Ireland",2016,5.013649702303,,,,,,,1,0,0,0,0,,,1
"Israel",1950,,,,,,,,,,,,,,,1
"Israel",1951,,,,,,,,,,,,,,,1
"Israel",1952,,,,,,,,,,,,,,,1
"Israel",1953,,,,,,,,,,,,,,,1
"Israel",1954,,,,,,,,,,,,,,,1
"Israel",1955,,,,,,,,,,,,,,,1
"Israel",1956,,,,,,,,,,,,,,,1
"Israel",1957,,,,,,,,,,,,,,,1
"Israel",1958,,,,,,,,,,,,,,,1
"Israel",1959,,,,,,,,,,,,,,,1
"Israel",1960,,,,,,,,,,,,,,,1
"Israel",1961,,,,,,,,,,,,,,,1
"Israel",1962,,,,,,,,,,,,,,,1
"Israel",1963,,,,,,,,,,,,,,,1
"Israel",1964,,,,,,,,,,,,,,,1
"Israel",1965,,,,,,,,,,,,,,,1
"Israel",1966,,,,,,,,,,,,,,,1
"Israel",1967,,,,,,,,,,,,,,,1
"Israel",1968,,,,,,,,,,,,,,,1
"Israel",1969,,,,,,,,,,,,,,,1
"Israel",1970,,,,,,,,,,,,,,,1
"Israel",1971,,,,,,,,,,,,,,,1
"Israel",1972,,,,,,,,,,,,,,,1
"Israel",1973,,,,,,,,,,,,,,,1
"Israel",1974,,,,,,,,,,,,,,,1
"Israel",1975,,,,,,,,,,,,,,,1
"Israel",1976,,,,,,,,,,,,,,,1
"Israel",1977,,,,,,,,,,,,,,,1
"Israel",1978,,,,,,,,,,,,,,,1
"Israel",1979,,,,,,,,,,,,,,,1
"Israel",1980,,,,,,,,,,,,,,,1
"Israel",1981,,,,,,,,,,,,,,,1
"Israel",1982,,,,,,,,,,,,,,,1
"Israel",1983,,,,,,,,,,,,,,,1
"Israel",1984,,,,,,,,,,,,,,,1
"Israel",1985,,,,,,,,,,,,,,,1
"Israel",1986,,,,,,,,,,,,,,,1
"Israel",1987,,,,,,,,,,,,,,,1
"Israel",1988,,,,,,,,,,,,,,,1
"Israel",1989,,,,,,,,,,,,,,,1
"Israel",1990,,,,,,,,,,,,,,,1
"Israel",1991,,,,,,,,,,,,,,,1
"Israel",1992,,,,,,,,,,,,,,,1
"Israel",1993,,,,,,,,,,,,,,,1
"Israel",1994,,,,,,,,,,,,,,,1
"Israel",1995,,8.175566,,4.77732566666667,36.4168338879816,,-25.3840207261275,,,,,,,,1
"Israel",1996,5.1779844842736,6.073269,,3.00126133333334,30.0218515216627,,-47.6169533712591,0,0,0,0,0,,,1
"Israel",1997,3.59595665692289,5.757914,3.02716,2.928358,28.9029292981482,6.79960474166043,27.0268626732458,0,0,0,0,0,,,1
"Israel",1998,4.08212398527716,10.047235,3.620025,4.55575333333334,26.1785531755524,0.0817494425253634,10.9574075553438,0,0,0,0,0,,,1
"Israel",1999,3.55200171194365,13.479485,2.286405,5.25529666666666,31.5785389938015,-3.40200321979704,67.4559156326554,0,0,0,0,0,,,1
"Israel",2000,7.852511144789,12.298342,-0.907111,3.797077,32.4980563832865,-9.57587108726206,42.5304348570777,0,0,0,0,0,,,1
"Israel",2001,0.0252921164852538,13.401719,-0.639027999999996,4.25423033333333,30.7966511306063,-12.8088766735382,37.221637527818,0,0,0,0,0,,,1
"Israel",2002,0.161698902267027,13.335803,0.332183999999998,4.55599566666667,20.6571178098314,-13.1308489852543,-45.9943423721239,1,0,0,0,0,,,1
"Israel",2003,0.764635315217888,8.823477,1.672719,3.498732,10.0320130803265,-9.91983930928733,2.91091053769828,0,0,0,0,0,,,1
"Israel",2004,4.4683795439874,1.04727299999999,-0.0785199999999975,0.322917666666664,5.02665691766431,-8.42603436177398,29.5945373956787,0,0,0,0,0,,,1
"Israel",2005,4.05030288113393,2.068656,-0.849173999999998,0.406494,10.1261943596853,-4.37421258371264,88.9443231259962,0,0,0,0,0,,,1
"Israel",2006,5.0795972679313,7.135693,-2.38654200000001,1.58305033333334,17.6080519407981,-4.31521368038507,51.0723823884128,0,0,0,0,0,,,1
"Israel",2007,5.61303335565988,11.038858,-0.770031000000003,3.42294233333333,21.7042466635156,-3.36533170796497,54.1210773201324,0,0,0,0,0,,,1
"Israel",2008,2.94461303476119,-2.060258,-0.0706630000000033,-0.710307,10.4754914501657,0.942116798509233,-44.7525998635012,1,0,0,0,0,,,1
"Israel",2009,1.37214992686108,-3.581817,2.860278,-0.240513000000002,5.87538658024893,17.9450937639995,3.60104406945127,0,0,0,0,0,,,1
"Israel",2010,5.09203121618551,-9.177226,2.795303,-2.12730766666667,2.04880254781616,29.9983628122571,-4.46451845057186,0,0,0,0,0,,,1
"Israel",2011,4.55260924965692,-3.870576,1.760642,-0.703311333333337,8.6263960579113,27.0540306610237,46.4722145053103,1,0,0,0,0,,,1
"Israel",2012,1.92388182647019,-6.808144,0.770685,-2.01248633333333,8.22486915473895,18.9715173132503,-7.89910640634848,0,0,0,0,0,,,1
"Israel",2013,4.0288942455164,-10.05591,0.258513000000001,-3.265799,5.21793904464157,13.5887561739539,-6.8700055684351,0,0,0,0,0,,,1
"Israel",2014,3.35328033377191,-9.663217,0.818686,-2.948177,5.61181480072957,15.8056384294952,24.3099918594053,0,0,0,0,0,,,1
"Israel",2015,2.99271217724133,-9.36736300000001,1.271337,-2.69867533333334,8.06789330238269,18.8545073179231,21.8921509059132,0,0,0,0,0,,,1
"Israel",2016,4.01273750059623,,,,,,,0,0,0,0,0,,,1
"Italy",1950,,,,,,,,,,,,,,,1
"Italy",1951,,,,,,,,,,,,,,,1
"Italy",1952,,,,,,,,,,,,,,,1
"Italy",1953,,6.999491,0.61253,2.53734033333333,44.6056900867886,0.687666029914468,24.1884553743542,,,,,,,,1
"Italy",1954,3.58786582944175,9.16103,0.7714934,3.31084113333333,52.0936511097373,-0.348105854266424,52.5409462279886,0,0,0,0,0,0,0,1
"Italy",1955,6.88816142374868,7.202203,0.6509879,2.6177303,41.8413928465121,-2.34919298108296,39.3006089721407,0,0,0,0,0,0,0,1
"Italy",1956,5.87994692365399,7.432181,0.6635753,2.69858543333333,37.5742499781226,-1.32452267500206,33.5006118822769,0,0,0,0,0,0,0,1
"Italy",1957,5.93382915242193,5.87176,0.4882532,2.1200044,33.0237835486451,-3.24411711626931,12.4555229439165,0,0,0,0,0,0,0,1
"Italy",1958,4.70707748796739,5.153889,0.3300392,1.82797606666667,31.2438475859038,-5.30696230967907,18.0067388084258,0,0,0,0,0,0,0,1
"Italy",1959,6.22565260599464,5.781795,0.3628641,2.0482197,30.5403039225641,-1.48316696705796,63.9048087001145,0,0,0,0,0,0,0,1
"Italy",1960,7.13318657954911,6.231326,0.4174375,2.2162545,39.4975967793913,-3.32424975377527,86.126004508556,0,0,0,0,0,0,0,1
"Italy",1961,7.88781459625252,8.484683,0.6541009,3.0462613,45.2488306818651,4.30695397622073,65.217383237903,0,0,0,0,0,0,0,1
"Italy",1962,6.01882956552791,9.451222,0.7673804,3.4062008,46.9558589013821,2.00955687901207,2.53801058147852,1,0,0,0,0,0,0,1
"Italy",1963,5.45803020468556,9.444372,2.2702249,3.90486563333333,42.2888222197496,7.50282834884013,-41.6682187983797,0,0,0,0,0,0,0,1
"Italy",1964,2.75928154127003,5.498515,1.9997696,2.4994282,29.4013044720294,8.30018606852387,-76.9851635619164,0,0,0,0,0,0,0,1
"Italy",1965,3.21575944891732,2.668814,1.8148765,1.4945635,22.1497124769357,1.99705720590005,-39.1322899551448,0,0,0,0,0,0,0,1
"Italy",1966,5.81254471282531,2.958222,0.4229417,1.12705456666667,18.7382405928604,-2.74801774732011,-18.8402795861304,0,0,0,0,0,0,0,1
"Italy",1967,6.93265321612797,5.331751,0.7241232,2.01862473333333,26.3060625296244,-2.52387534761653,8.04573995157309,0,0,0,0,0,0,0,1
"Italy",1968,6.3393065241244,5.717427,1.0277636,2.24839686666667,30.1915936221425,7.88752625776324,-9.03116769510211,0,0,0,0,0,0,0,1
"Italy",1969,5.9193574785942,5.310608,0.8458939,2.0521673,29.0487517896233,9.80131857525467,-1.16123779918941,0,0,0,0,0,0,0,1
"Italy",1970,5.13458761765913,3.070917,0.6901267,1.25368123333333,25.1848075782797,6.37971396628618,-18.8436008398925,0,0,0,0,0,0,0,1
"Italy",1971,1.8017780422741,4.69101999999999,0.74726,1.81276,24.3222455568496,1.21907219399869,-40.4051113196012,0,0,0,0,0,0,0,1
"Italy",1972,3.62401771373042,5.57426999999999,1.3398433,2.30470443333333,22.3389189854934,0.789347956385784,-47.6396651169624,0,0,0,0,0,0,0,1
"Italy",1973,6.88342404196494,2.018395,2.3467698,1.45505493333333,19.5551703915295,20.8751230974697,-19.7911814228853,0,0,0,0,0,0,0,1
"Italy",1974,5.35421047069589,-3.87232699999999,0.0395690999999996,-1.27758596666666,5.25824036997636,35.9070687085428,-57.0975729539249,1,0,0,0,0,0,0,1
"Italy",1975,-2.11231606438558,-6.088835,0.0566917,-2.01071443333333,2.29831229589746,35.4904335567438,-73.8241583161699,0,0,0,0,0,0,0,1
"Italy",1976,6.8829786303497,-7.476578,-2.2673677,-3.2479819,-6.39977669975198,12.3296611206769,-103.89922008589,0,0,0,0,0,0,0,1
"Italy",1977,2.52826901418279,-7.843228,-1.0870835,-2.9767705,-0.306298515887653,-9.65542619359633,-87.723630431774,0,0,0,0,0,0,0,1
"Italy",1978,3.18875430120107,-13.536863,-2.0463851,-5.19441603333333,-7.79447787571621,-1.47533700887623,-61.2454305085554,0,0,0,0,0,0,0,1
"Italy",1979,5.78835456347786,-10.617188,-1.065067,-3.894085,-4.6890116190262,0.706966535885855,-31.7584961456578,0,0,0,0,0,0,0,1
"Italy",1980,3.37250277744028,-9.587177,-0.560755400000001,-3.38264413333333,-2.74378868850681,25.3045737963199,66.803485268929,0,0,0,0,0,0,0,1
"Italy",1981,0.840683956281829,-4.214486,-0.808209499999999,-1.67423183333333,1.71225359976918,20.2401857599295,52.2816612957829,0,0,0,0,0,0,0,1
"Italy",1982,0.4127327506664,-3.65734999999999,-0.7833383,-1.48022943333333,0.995658849949542,15.2589556508822,20.2029651442172,1,0,0,0,0,0,0,1
"Italy",1983,1.16242112357199,-2.960407,-0.746215899999999,-1.23554096666667,-1.47211903235348,-9.03461477220371,-32.8244932682191,0,0,0,0,0,0,0,1
"Italy",1984,3.17491432812531,0.109211999999999,-0.1203966,-0.0037282,9.39997321100125,-19.716989589132,-19.0292664605814,0,0,0,0,0,0,0,1
"Italy",1985,2.75965455295228,1.248487,0.7682773,0.672254766666666,15.3292472821059,-20.3530676214092,72.2645831117701,0,0,0,0,0,0,0,1
"Italy",1986,2.81983810590747,1.819051,1.5073721,1.1088077,20.5184181712243,-14.9474383310764,111.289169600594,0,0,0,0,0,0,0,1
"Italy",1987,3.14207630019903,-0.870016,1.7992961,0.309760033333333,14.8019069743562,-5.17603038415333,57.4415928939646,0,0,0,0,0,0,0,1
"Italy",1988,4.10879809634972,1.202954,1.7704209,0.991124966666665,21.1258992262031,10.8265853711922,11.1132019688622,0,0,0,0,0,0,0,1
"Italy",1989,3.33224245968928,-2.75695,8.8929978,2.04534926666666,24.3641436446902,23.1218965319755,-21.404016417252,0,0,0,0,0,0,0,1
"Italy",1990,1.96631558388098,-0.533476999999998,9.4012428,2.95592193333333,27.1219322641218,29.2798107728999,-12.0396201885245,0,0,0,0,0,1,1,1
"Italy",1991,1.52673343811651,-0.539718999999998,9.3868536,2.94904486666667,24.2786400613933,26.5059907720008,-33.1637175490363,0,0,0,0,0,0,0,1
"Italy",1992,0.830814627580434,7.111358,1.973075,3.02814433333333,20.8980884211406,23.9980457688561,-60.0666244674315,1,1,1,0,1,0,0,1
"Italy",1993,-0.856462953557191,4.912604,0.974108000000001,1.96223733333333,11.7453090619737,12.7395878338738,3.40608400031184,0,0,0,0,0,0,0,1
"Italy",1994,2.12821562252019,1.014216,-0.0987650000000002,0.305150333333332,2.17797209716903,0.572484230033156,8.96170536572157,0,0,0,0,0,0,0,1
"Italy",1995,2.84595258255917,6.101427,-0.283152999999999,1.93942466666667,12.0694324977498,-10.7641315577844,14.1791522499959,0,0,0,0,0,0,0,1
"Italy",1996,1.27816594895318,3.720854,-0.110428000000002,1.20347533333333,13.0538433944669,-7.29977860835475,-4.89242454299332,0,0,0,0,0,0,0,1
"Italy",1997,1.81872250957742,5.457095,0.628175000000002,2.02842333333333,17.8839663255746,-1.67576674893062,40.8613728243391,0,0,0,0,0,0,0,1
"Italy",1998,1.60315653166743,-3.028267,1.267124,-0.587047666666668,5.280283825183,-0.667672834448399,86.1269791235179,0,0,0,0,0,0,0,1
"Italy",1999,1.54780966474739,3.880356,3.548797,2.47638433333333,16.3848010057903,-2.01366636626396,94.6427594999312,0,0,0,0,0,0,0,1
"Italy",2000,3.64293843528039,6.453294,4.792953,3.748749,21.8407003553161,-0.24539889615667,53.4361622838714,0,0,0,0,0,0,0,1
"Italy",2001,1.75666859257175,9.20483,5.267854,4.824228,25.6702412386447,6.373365246018,-10.7684351321739,1,0,0,0,0,0,0,1
"Italy",2002,0.24823907127578,5.32638,4.602872,3.30975066666667,18.4329644404631,13.7847780156131,-58.7016546739236,0,0,0,0,0,0,0,1
"Italy",2003,0.151203817798873,5.796171,4.758979,3.51838333333333,16.5222858944515,15.2060969499441,-49.7902471465841,0,0,0,0,0,0,0,1
"Italy",2004,1.56955662405807,4.873149,5.857981,3.57704333333333,15.8746600973372,15.5698831151567,-4.39686215144139,0,0,0,0,0,0,0,1
"Italy",2005,0.945185274893223,6.293379,7.255016,4.51613166666667,18.4648984913596,13.1169572349812,36.5879291981543,0,0,0,0,0,0,0,1
"Italy",2006,1.9867200257818,7.45300599999999,8.310673,5.25455966666667,21.1713305471421,13.2350533516596,40.4908455862626,0,0,0,0,0,0,0,1
"Italy",2007,1.46311266044323,11.314586,8.319369,6.54465166666667,23.2880448349486,10.0751238214519,15.7832402360149,0,0,0,0,0,0,0,1
"Italy",2008,-1.05595850423352,11.415695,6.129927,5.84854066666666,18.8370697335538,3.43253617343958,-64.3510475133097,1,0,0,1,1,0,1,1
"Italy",2009,-5.63804757608777,13.209905,6.725728,6.64521100000001,13.138949523341,-1.13515261391917,-62.0875000259814,0,0,0,0,0,0,0,1
"Italy",2010,1.67245950418069,7.64449500000001,5.442868,4.36245433333333,5.57374508291575,-4.64564408232119,-61.4188222635277,0,0,0,0,0,0,0,1
"Italy",2011,0.57496691483685,4.249742,4.71123100000001,2.986991,1.63161236989692,-5.16321156009997,-21.8206493197735,1,1,1,0,1,,0,1
"Italy",2012,-2.85951086697205,0.878812999999994,1.478708,0.78584033333333,-2.9718742227087,-11.7450938459553,-33.8462453073636,0,0,0,0,0,,0,1
"Italy",2013,-1.74326780312093,-1.041735,-0.164808999999998,-0.402181333333331,-7.1270215462115,-16.8235419708997,-6.84643783819722,0,0,0,0,0,,0,1
"Italy",2014,0.113608678772881,-1.815451,-1.104909,-0.973453333333334,-6.25238602831706,-19.1482304194497,21.8612656394331,0,0,0,0,0,,0,1
"Italy",2015,0.947456295942128,-7.17325599999999,-2.090975,-3.088077,-5.89296546564838,-13.8937711034813,32.5276943525111,0,0,0,0,0,,0,1
"Italy",2016,0.854600495202629,,,,,,,1,1,1,0,1,,0,1
"Japan",1950,,,,,,,,,,,,,,,1
"Japan",1951,,,,,,,,,,,,,,,1
"Japan",1952,,,,,,,,,,,,,,,1
"Japan",1953,,12.1209042235037,0.185611658321382,4.10219495954059,71.6076664311479,87.6994640635772,82.5539234079122,,,,,,,,1
"Japan",1954,4.32102766314083,8.39941201652456,0.242145699334337,2.88052628882647,46.7807250704631,96.8927615170191,52.2065473773416,0,0,0,0,0,0,0,1
"Japan",1955,10.9539621054411,2.11873838462953,0.12066216818169,0.746423005693541,27.7072069576744,80.1106499800118,21.1242245071906,0,0,0,0,0,0,0,1
"Japan",1956,11.6992740093874,2.95061831039323,0.120154701205517,1.02355138011344,35.1583807476533,45.5380818737221,20.2353201954537,0,0,0,0,0,0,0,1
"Japan",1957,10.1218965470891,7.51195879988589,0.204829813910722,2.57225552235623,52.6731607450348,46.8225705824069,49.6496537778938,0,0,0,0,0,0,0,1
"Japan",1958,4.36306485190788,12.722317656595,0.309273825814537,4.34387413798632,56.5073148148137,59.9996255413076,40.2127882146156,0,0,0,0,0,0,0,1
"Japan",1959,10.7250260156163,10.4497765708966,0.252993446019473,3.56760663045926,48.833986315438,59.9850159906116,47.8284536663088,0,0,0,0,0,0,0,1
"Japan",1960,14.3158582491059,7.00736681682739,0.267726838608428,2.42500956900051,43.5301984675915,65.5063718273749,62.2956518408137,0,0,0,0,0,0,0,1
"Japan",1961,11.3717327704437,1.7759980669904,0.0977679408512117,0.624585867396381,38.2182328477645,63.674350962865,61.6453806583572,0,0,0,0,0,0,0,1
"Japan",1962,8.53422372100408,6.11738512608117,0.336544879259344,2.15135405591511,44.8951531298272,55.6450429878122,10.0591804995193,0,0,0,0,0,0,0,1
"Japan",1963,8.13370301332732,11.8669231379881,0.533404585930756,4.1334693032764,48.5689871603837,36.5178629800072,-8.11531971525815,0,0,0,0,0,0,0,1
"Japan",1964,11.0437977272772,11.0975984875301,0.677303593016529,3.92490530017358,49.1560763902821,25.5853721422992,-29.0194898708517,0,0,0,0,0,0,0,1
"Japan",1965,5.656659088101,6.72327140271088,0.406644950689575,2.37664037020287,36.2996536299153,16.1553567527018,-23.2617055831988,0,0,0,0,0,0,0,1
"Japan",1966,10.1098500191735,-0.185790633123005,0.460911585247423,0.0917027585565341,27.1400236882032,14.9097083640306,-13.5659958592406,0,0,0,0,0,0,0,1
"Japan",1967,10.5099762586937,4.843087,3.752063,2.86505,32.8192236531584,15.3854771329111,-1.5092684194821,0,0,0,0,0,0,0,1
"Japan",1968,12.1176986469118,-3.744562,2.799449,-0.315037666666664,33.3209777343338,25.8326533366362,12.2205678164921,0,0,0,0,0,0,0,1
"Japan",1969,11.7586523144602,-2.60852100000001,2.799169,0.0635493333333272,33.5136969642515,35.9919151692307,16.3494013873734,0,0,0,0,0,0,0,1
"Japan",1970,0.398256549611276,-2.794749,2.389867,-0.134960666666667,32.103113825255,36.8313009257519,22.2288490286377,0,0,0,0,0,0,0,1
"Japan",1971,4.59193047380708,10.409923,4.773596,5.06117299999999,36.171238030432,33.0241686870577,23.2540934760446,0,0,0,0,0,0,0,1
"Japan",1972,8.07828698880844,15.854929,6.410648,7.421859,39.3265665137701,34.2617769217478,45.3811639257696,0,0,0,0,0,0,0,1
"Japan",1973,7.72628472051959,11.930077,8.502074,6.810717,31.3989793792402,36.9184968465705,52.5648297211578,0,0,0,0,0,0,0,1
"Japan",1974,-1.23280777119046,-4.306646,5.204735,0.299363000000009,10.1376192303546,9.97981996205523,12.248572928172,1,0,0,0,0,0,0,1
"Japan",1975,3.04474938031394,-7.42258000000001,4.25274,-1.05661333333333,1.61863369159909,-15.9269330659644,-33.6116210097727,0,0,0,0,0,0,0,1
"Japan",1976,3.89801466332571,-3.81285,3.466938,-0.115303999999999,2.28550042037624,-34.5463273399407,-40.9644812144363,0,0,0,0,0,0,0,1
"Japan",1977,4.29669368080745,-0.30524299999999,4.748833,1.48119666666667,13.1862182524625,-17.898045582939,-2.06322090843755,0,0,0,0,0,0,0,1
"Japan",1978,5.13767351841228,-6.462727,5.199242,-0.421161666666668,12.3565377707844,-4.90206856491829,9.87065663172108,0,0,0,0,0,0,0,1
"Japan",1979,5.33894932352705,-6.31997799999999,6.286302,-0.0112253333333285,14.2725425212881,6.98600542124026,11.6591972224193,0,0,0,0,0,0,0,1
"Japan",1980,2.77862730899052,-3.25037,7.219526,1.323052,11.7318243054826,13.5795575524102,6.73287450873642,0,0,0,0,0,0,0,1
"Japan",1981,4.12315407114914,2.33931700000001,6.092542,2.81061966666667,11.7609131158309,15.9889184439427,11.6885509712737,0,0,0,0,0,0,0,1
"Japan",1982,3.25877708364466,7.02055799999999,4.937258,3.98593866666667,14.4525791024827,13.9773168302561,6.69185632369988,0,0,0,0,0,0,0,1
"Japan",1983,3.46240587943907,10.279269,5.920969,5.40007933333333,19.1733944734347,11.4871373725036,23.1512396167113,0,0,0,0,0,0,0,1
"Japan",1984,4.40359743842667,10.61572,5.626304,5.414008,19.4243717072884,6.82296375187014,32.8167819561686,0,0,0,0,0,0,0,1
"Japan",1985,5.10103733641323,9.45909999999999,3.46123,4.30677666666666,19.0003425657527,3.55815247525481,53.8534800392099,0,0,0,0,0,0,0,1
"Japan",1986,3.27239395201069,10.322,2.15161,4.15787,20.9404248421469,4.92949553445649,67.8808225213076,0,0,0,0,0,0,0,1
"Japan",1987,4.62217816527666,17.20579,7.133426,8.11307200000001,27.7547051762741,12.1202945426112,33.7774494866928,0,0,0,0,0,0,0,1
"Japan",1988,6.56474695536833,18.24589,9.848078,9.36465600000001,30.7192312004633,14.9952946226044,53.380708304655,0,0,0,0,0,0,0,1
"Japan",1989,4.74372273278707,19.91901,12.988354,10.9691213333333,31.5609783342995,18.7690200225053,53.9314711993513,0,0,0,0,0,0,0,1
"Japan",1990,4.77678614698558,15.15404,8.852425,8.00215499999999,26.1653358569398,19.1256867733909,-4.98747674666176,1,1,1,0,1,0,0,1
"Japan",1991,3.3603976101487,10.89877,5.609016,5.50259533333333,19.7164097567463,12.681830969802,-30.2413489791455,0,0,0,0,0,0,0,1
"Japan",1992,0.844493674420477,6.96527,0.940854000000002,2.63537466666668,12.442565375656,-0.706389365421489,-85.2481069258881,0,0,0,0,0,1,0,1
"Japan",1993,-0.51926570103582,6.02621000000002,0.449135999999996,2.15844866666668,6.96507863512154,-13.538761225221,-25.0980415476619,0,0,0,0,0,0,0,1
"Japan",1994,0.988167862840861,6.16849999999999,2.19241000000001,2.78697000000001,4.90549259209112,-13.2866652376614,-15.7773044242534,0,0,0,0,0,0,0,1
"Japan",1995,2.70521712469236,1.07369,2.755133,1.27627433333333,4.01795609740181,-8.38364530364464,13.24551608883,0,0,0,0,0,0,0,1
"Japan",1996,3.05291981557616,-6.00539000000001,0.890937000000008,-1.70481766666667,2.7798369215454,-5.93538044033844,2.65536473207059,0,0,0,0,0,0,0,1
"Japan",1997,1.07029706596968,-8.06067999999999,-0.225242000000009,-2.76197400000001,0.402965998800244,-6.68552937213718,-19.2757620784811,1,1,1,1,1,0,1,1
"Japan",1998,-1.1348246754002,-13.23074,-0.477420000000009,-4.56938666666667,-6.63453626513982,-8.41318944537498,-23.6257654123915,0,0,0,0,0,0,0,1
"Japan",1999,-0.252272211017157,-14.1739,1.41894499999999,-4.25165166666666,-8.68825966040827,-8.65766122551262,41.6350281520204,0,0,0,0,0,0,0,1
"Japan",2000,2.74170231359037,-19.6395,0.432331000000005,-6.40238966666665,-10.0914222026663,-8.58267046863171,14.347785373475,0,0,0,0,0,0,0,1
"Japan",2001,0.405512588395496,-15.40447,-1.236752,-5.54707399999999,-6.77479719383582,-9.64724468370346,-1.98398662078787,1,1,1,0,1,0,0,1
"Japan",2002,0.117923220002858,-13.89735,-3.71916399999999,-5.87217133333333,-8.01353208948818,-12.3801320719592,-86.1966798082649,0,0,0,0,0,0,0,1
"Japan",2003,1.51666048665167,-13.42697,-3.341471,-5.58948033333333,-9.43272228568844,-15.400497095333,-23.3799716333483,0,0,0,0,0,0,0,1
"Japan",2004,2.18073604195439,-15.38903,-3.877921,-6.422317,-10.819424347932,-17.9887159541178,6.31256304205922,0,0,0,0,0,0,0,1
"Japan",2005,1.64899936886993,-9.51625,-7.81525000000001,-5.77716666666667,-7.82093827790527,-16.3434433264814,65.4235401320112,0,0,0,0,0,0,0,1
"Japan",2006,1.41001890213328,-1.84629,-8.667309,-3.504533,-4.13451385764531,-12.494785648053,43.5436393403222,0,0,0,0,0,0,0,1
"Japan",2007,1.64065129162427,1.69592,-7.059841,-1.78797366666667,-1.85009618829453,-7.37873945537751,21.3337667545504,0,0,0,0,0,0,0,1
"Japan",2008,-1.09956370596578,2.18655000000001,-0.932226999999997,0.418107666666666,-1.33133573879658,-7.36672700575891,-68.7750878237161,1,0,0,0,0,0,0,1
"Japan",2009,-5.56862217768597,4.73833999999999,3.54794,2.76209333333333,-1.79317201831396,-5.68638863844626,-52.9610538694812,0,0,0,0,0,0,0,1
"Japan",2010,4.10626624400319,0.357429999999994,2.342139,0.899856333333332,-2.76450771476096,-2.13959357392033,-39.7434358608706,0,0,0,0,0,0,0,1
"Japan",2011,-0.115488001443609,-1.98311000000001,0.159098,-0.608004000000003,-4.63225002441097,0.765592537690433,-1.12638318706461,0,0,0,0,0,,0,1
"Japan",2012,1.48402328598092,-6.06026,-3.746738,-3.26899933333333,-4.04382764048343,1.36676387286638,1.99453820001956,0,0,0,0,0,,0,1
"Japan",2013,1.98052531858881,-1.07357999999999,-2.50135,-1.19164333333333,-2.8817661033877,0.427627323620402,42.9134606837813,0,0,0,0,0,,0,1
"Japan",2014,0.374019151864147,-3.89730999999999,-2.09394200000001,-1.997084,-3.02966769980162,-0.795933877999051,67.9733053442108,0,0,0,0,0,,0,1
"Japan",2015,1.34474080926932,-6.125778,-2.17688099999999,-2.767553,-2.13976499140738,1.13978438462656,65.9964037748965,0,0,0,0,0,,0,1
"Japan",2016,0.933820182209466,,,,,,,0,0,0,0,0,,0,1
"Korea",1950,,,,,,,,,,,,,,,1
"Korea",1951,,,,,,,,,,,,,,,1
"Korea",1952,,,,,,,,,,,,,,,1
"Korea",1953,,,,,,,,,,,,,,,1
"Korea",1954,,,,,,,,,,,,,,,1
"Korea",1955,,,,,,,,,,,,,,,1
"Korea",1956,,,,,,,,,,,,,,,1
"Korea",1957,,,,,,,,,,,,,,,1
"Korea",1958,,,,,,,,,,,,,,,1
"Korea",1959,,,,,,,,,,,,,,,1
"Korea",1960,,,,,,,,,,,,,,,1
"Korea",1961,,,,,,,,,,,,,,,1
"Korea",1962,,,,,,,,,,,,,,,1
"Korea",1963,,,,,,,,,,,,,,,1
"Korea",1964,,,,,,,,,,,,,,,1
"Korea",1965,,-2.863718,,-0.929309566666667,17.5777639141527,,-110.342259736203,,,,,,,,1
"Korea",1966,11.3181619403758,0.729690999999999,,0.8256399,39.2177991709776,,-33.332144610839,0,0,0,0,0,0,,1
"Korea",1967,8.72495374627285,12.791209,,5.65610306666667,84.6426351540215,,31.515777652564,0,0,0,0,0,0,,1
"Korea",1968,12.3885523171447,16.234044,,7.00979173333333,98.7849612272034,,48.9858268121676,0,0,0,0,0,0,,1
"Korea",1969,13.5764703090478,21.695471,,9.35811776666667,108.850261061645,,67.3789797668736,0,0,0,0,0,0,,1
"Korea",1970,9.52866028464907,12.821589,,6.09835766666667,78.4694613223057,,4.80839376812638,0,0,0,0,0,0,,1
"Korea",1971,9.94352352722796,9.024593,,4.54578463333333,61.1490425057223,,19.3482689685528,0,0,0,0,0,0,,1
"Korea",1972,6.90662067170411,2.102198,,1.1350551,41.8294573449477,,82.2146236186904,0,0,0,0,0,0,,1
"Korea",1973,13.8261289450393,3.557536,,1.44234333333333,49.8744945510811,,113.91091263298,0,0,0,0,0,0,,1
"Korea",1974,9.03969794327359,0.726491999999993,,0.985300666666665,47.5933527920137,,65.1481513970216,0,0,0,0,0,0,,1
